cycle_number,Battery_impedance,Rct,Temperature,Capacity_Fade
90,0.02044423952065416,0.029725176213361886,27.954166302845053,97.75009516483487
91,0.01975004799839345,0.029301027316451397,25.15250124969525,97.74457024674157
92,0.02094827815149503,0.031735224427958064,25.186740943746074,97.73910571147549
93,0.02105416959038705,0.031766453157796505,29.113002803298293,97.73370025342338
94,0.020665849177408994,0.030985893936359813,26.800953207056313,97.728352608865
95,0.021095811251509663,0.030124843156347184,25.635302563259422,97.72306155419973
96,0.020551939384196617,0.030176325106773656,27.611216300274023,97.71782590426609
97,0.020620176637267368,0.03132728899361749,28.849967765493055,97.7126445107483
98,0.02044004951538767,0.03186126573719888,26.079105137484216,97.70751626066472
99,0.01964595810362278,0.03185149897306454,28.114452379095002,97.70244007493271
100,0.0198209530399747,0.031549967009549054,25.42673732496884,97.69741490700595
